10.1111/j.1755-263X.2011.00196.x,"Fish and Wildlife Service’s Invasive and Volunteers Program, and the National Ecological Observatory",Conservation Letters,Assessing citizen science data quality: an invasive species case study,National Ecological Observatory Network
10.1016/j.rse.2015.06.011,"design, as evidenced by the Carnegie Airborne Observatory (CAO), the National Ecological Observatory",Remote Sensing of Environment,"Special issue on the Hyperspectral Infrared Imager (HyspIRI): Emerging science in terrestrial and aquatic ecology, radiation balance and hazards",National Ecological Observatory Network
10.1890/08-0743.1,computers and the World Wide Web. The impending implementation of the National Ecological Observatory,Ecological Applications,Preaching to the unconverted,National Ecological Observatory Network
10.1016/j.rse.2018.11.016,"Academies, 2018), as well as the airborne instruments associated with the US National Ecological Observatory",Remote Sensing of Environment,Mapping foliar functional traits and their uncertainties across three years in a grassland experiment,National Ecological Observatory Network
10.1002/eco.2208,"of Universities for the Advancement of Hydrologic Science, Inc., the National Ecological Observatory",Ecohydrology,Advancing ecohydrology in the 21st century: A convergence of opportunities,National Ecological Observatory Network
10.1111/gcb.13619,(2015) Observed and projected climate trends and hotspots across the National Ecological Observatory,Global Change Biology,Greater temperature sensitivity of plant phenology at colder sites: implications for convergence across northern latitudes,National Ecological Observatory Network
10.1080/02604020701802021,across the nation over  r  the course of a decade’. (Broad 2005) The National Ecological Observatory,World Futures,Sensoring the Future: Complex Geographies of Connectivity and Communication,National Ecological Observatory Network
10.1029/2009WR007908,to climate change on ecosystem water balance is largely limited. [3] A National Ecological Observatory,Water Resources Research,Changes in soil water dynamics due to variation in precipitation and temperature: An ecohydrological analysis in a tallgrass prairie,National Ecological Observatory Network
10.1029/eost2008EO51,Employer committed to excellence through diversity. Micrometeorologist. The National Ecological Observatory,"Eos, Transactions American Geophysical Union","Eos, Transactions, American Geophysical Union Volume 89, Number 51, 16 December 2008",National Ecological Observatory Network
10.1002/2013EO47,sponsored by the U.S. National Science Foundation (NSF) as part of the National Ecological Observatory,"Eos, Transactions American Geophysical Union","Eos, Transactions, American Geophysical Union Volume 94, Number 47, 19 November 2013",National Ecological Observatory Network
10.1002/2014EO47,Booth # 2141 National Center for Science Education-NCSE Booth # 2515 National Ecological Observatory,"Eos, Transactions American Geophysical Union","Eos, Transactions, American Geophysical Union Volume 95, Number 47, 25 November 2014",National Ecological Observatory Network
10.1029/eost2012EO29,"present; vice chair, Gulf of Mexico Research Initiative, 2010–present; National Ecological Observatory","Eos, Transactions American Geophysical Union","Eos, Transactions, American Geophysical Union Volume 93, Number 29, 17 July 2012",National Ecological Observatory Network
10.1002/asi.22634,interpretation of natural phenomena. Examples include NEON and LTER in ecology (National Ecological Observatory,Journal of the American Society for Information Science and Technology,The conundrum of sharing research data,National Ecological Observatory Network
10.1002/rra.3476,"BFS), the Global Lake Ecological Observatory Network (16 FW‐BFS), and the National Ecological Observatory",River Research and Applications,A global survey of freshwater biological field stations,National Ecological Observatory Network
10.1029/2019GL086788,from NASA through the AIST program (Award 80NSSC17K0582) and from the National Ecological Observatory,Geophysical Research Letters,Sensitivity of Deciduous Forest Phenology to Environmental Drivers: Implications for Climate Change Impacts Across North America,National Ecological Observatory Network
10.1007/s12237-020-00851-9,"national-scale initiatives with compatible aims and characteristics, including the National Ecological Observatory",Estuaries and Coasts,The Case for a Critical Zone Science Approach to Research on Estuarine and Coastal Wetlands in the Anthropocene,National Ecological Observatory Network
10.1016/j.automatica.2013.03.020,postdoctoral positions at Sandia National Laboratories (2005) and at the National Ecological Observatory,Automatica,Lagrangian methods for approximating the viability kernel in high-dimensional systems,National Ecological Observatory Network
10.1016/j.ecoinf.2015.06.010,"the present day (i.e., Global Biodiversity Information Facility (GBIF), National Ecological Observatory",Ecological Informatics,Ecological data sharing,National Ecological Observatory Network
10.1029/eost2005EO47,"observatory efforts—including the CUAHSI Hydrologic Observatories, the National Ecological Observatory","Eos, Transactions American Geophysical Union","Eos, Transactions, American Geophysical Union Volume 86, Number 47, 22 November 2005",National Ecological Observatory Network
10.1029/2012EO190002,"offering both data (e.g., the Data Observation Network for Earth, the National Ecological Observatory","Eos, Transactions American Geophysical Union",Cyberinfrastructure for isotope analysis and modeling,National Ecological Observatory Network
10.1016/j.rse.2016.06.018,"integrated concept (Asner et al., 2012; Asner et al., 2013). Similarly, the National Ecological Observatory",Remote Sensing of Environment,"The Airborne Snow Observatory: Fusion of scanning lidar, imaging spectrometer, and physically-based modeling for mapping snow water equivalent and snow albedo",National Ecological Observatory Network
10.1016/j.rse.2016.04.010,situ ecosystem-scale C monitoring and research initiatives are NEON (National Ecological Observatory,Remote Sensing of Environment,"Monitoring boreal forest biomass and carbon storage change by integrating airborne laser scanning, biometry and eddy covariance data",National Ecological Observatory Network
10.1002/2014WR016852,"e.g., the Critical Zone Observatory [CZO; Anderson et al., 2008] and National Ecology Observatory",Water Resources Research,"Soil hydrology: Recent methodological advances, challenges, and perspectives",National Ecological Observatory Network
10.1890/13-0652.1,Integrated Carbon Observation 10 http://phenocam.sr.unh.edu/  System and the National Ecological Observatory,Ecological Applications,Tracking forest phenology and seasonal physiology using digital repeat photography: a critical assessment,National Ecological Observatory Network
10.1890/08-0549.1,computers and the World Wide Web. The impending implementation of the National Ecological Observatory,Ecological Applications,Bayesian methods for hierarchical models: Are ecologists making a Faustian bargain,National Ecological Observatory Network
10.1002/ece3.2479,ICOS—integrated carbon observation system (https:// www.icos-ri.eu/) and NEON—national ecological observatory,Ecology and Evolution,Potential and limitations of inferring ecosystem photosynthetic capacity from leaf functional traits,National Ecological Observatory Network
10.1080/14888386.2015.1068709,Botany European Infrastructure for Biodiversity and Ecosystem Research National Ecological Observatory,Biodiversity,Towards global interoperability for supporting biodiversity research on essential biodiversity variables (EBVs),National Ecological Observatory Network
10.1080/03632415.2014.946128,"Division, Oak Ridge National Laboratory, Oak Ridge, TN Ryan M. Utz The National Ecological Observatory",Fisheries,Open-Access Databases as Unprecedented Resources and Drivers of Cultural Change in Fisheries Science,National Ecological Observatory Network
10.1080/08941920.2014.945060,"Initiative (http://www.ocean observatories.org/, February 14, 2013), and National Ecological Observatory",Society & Natural Resources,Populating the Water World: Exploring Data Aspirations of Water Experts,National Ecological Observatory Network
10.1016/j.tree.2011.09.009,dissemination (e.g. the Long Term Ecological Research Network or the National Ecological Observatory,Trends in Ecology & Evolution,Paleoecoinformatics: applying geohistorical data to ecological questions,National Ecological Observatory Network
10.1016/j.jhydrol.2014.05.036,"Engineering, Colorado State University, Fort Collins, CO 80523, USA d National Ecological Observatory",Journal of Hydrology,Spatially distributed characterization of hyporheic solute transport during baseflow recession in a headwater mountain stream using electrical geophysical imaging,National Ecological Observatory Network
10.1002/ecs2.2241,Design for ground beetle abundance and diversity sampling within the National Ecological Observatory,Ecosphere,Issue Information,National Ecological Observatory Network
10.1002/ecs2.2024,"medium, provided the original work is properly cited. 8 Present address: National Ecological Observatory",Ecosphere,Macroscale patterns of synchrony identify complex relationships among spatial and temporal ecosystem drivers,National Ecological Observatory Network
10.1111/j.1365-2400.2012.00849.x,"the net impact of enhancement techniques, it  Correspondence: Ryan Utz, National Ecological Observatory",Fisheries Management and Ecology,"Juvenile Chinook salmon, Oncorhynchus tshawytscha, growth and diet in riverine habitat engineered to improve conditions for spawning",National Ecological Observatory Network
10.1002/lob.20061511,"on land or inland waters, it is difficult to be unaware of NEON. The National Ecological Observatory",Limnology and Oceanography Bulletin,"Limnology and Oceanography Bulletin, March 2006",National Ecological Observatory Network
10.1890/09-1275.1,"climate, the U.S. National Science Foundation (NSF) is establishing a National Ecological Observatory",Ecological Applications,Ecological forecasting and data assimilation in a data-rich era,National Ecological Observatory Network
10.1002/aps3.1231,"Network (NPN, Rosemartin et  al., 2014; https://www.usanpn.org/), the National Ecological Observatory",Applications in Plant Sciences,Integrating herbarium specimen observations into global phenology data systems,National Ecological Observatory Network
10.1016/j.agrformet.2019.107734,"Sturtevanta, Ankur R. Desaib, Christopher Floriana, Stefan Metzgera,b a National Ecological Observatory",Agricultural and Forest Meteorology,The eddy-covariance storage term in air: Consistent community resources improve flux measurement reliability,National Ecological Observatory Network
10.1890/140327,"was launched  (Asner et al. 2012a). NASA, and subse-  quently the US National Ecological  Observatory",Frontiers in Ecology and the Environment,Computer and remote-sensing infrastructure to enhance large-scale testing of individual-based forest models,National Ecological Observatory Network
10.1029/2012EO120005,Beasley has served as chief operating officer and project manager of the National Ecological Observatory,"Eos, Transactions American Geophysical Union",Honors,National Ecological Observatory Network
10.1002/ecs2.3107,"NDWI, and  Table 1. A table detailing data products downloaded from the National Ecological Observatory",Ecosphere,The value of local habitat heterogeneity and productivity when estimating avian species richness and species of concern,National Ecological Observatory Network
10.1002/ecs2.3156,ha.  Portions of the affected range fell within the study area of the National Ecological Observatory,Ecosphere,Application of multidimensional structural characterization to detect and describe moderate forest disturbance,National Ecological Observatory Network
10.1890/070152,"address this problem, but other systems are planned. For example, the National Ecological Observatory",Frontiers in Ecology and the Environment,Airborne spectranomics: mapping canopy chemical and taxonomic diversity in tropical forests,National Ecological Observatory Network
10.1890/120375,entire information technology department supporting research platforms (eg National Ecological Observatory,Frontiers in Ecology and the Environment,Completing the data life cycle: using information management in macrosystems ecology research,National Ecological Observatory Network
10.1029/2018JG004956,"Zone Observatories with strengths in landscape/geologic context, and the National Ecological Observatory",Journal of Geophysical Research: Biogeosciences,Leveraging Environmental Research and Observation Networks to Advance Soil Carbon Science,National Ecological Observatory Network
10.1890/130019,for climate interpolation and downscaling. (b) Sensor towers of the US National Ecological Observatory,Frontiers in Ecology and the Environment,Approaches to advance scientific understanding of macrosystems ecology,National Ecological Observatory Network
10.1002/2013EO290006,"districts” across Oregon.  Sandra Henderson, cofounder and director of the National Ecological Observatory","Eos, Transactions American Geophysical Union",In Memoriam,National Ecological Observatory Network
10.1016/j.earscirev.2006.05.001,Environmental Monitoring Initiative http://www.epa.gov/cludygxb/html/ choices.htm National Ecological Observatory,Earth-Science Reviews,Environmental Sensor Networks: A revolution in the earth system science?,National Ecological Observatory Network
10.1890/ES12-00062.1,"W. Hargrove, and F. M. Hoffman. 2008. A continental strategy for the National Ecological Observatory",Ecosphere,Footprint of recycled water subsidies downwind of Lake Michigan,National Ecological Observatory Network
10.1371/journal.pone.0037793,"land managers. The trend toward large research networks, such as the US National Ecological Observatory",PLOS ONE,PLOS ONE: Identifying Highly Connected Counties Compensates for Resource Limitations when Evaluating National Spread of an Invasive Pathogen,National Ecological Observatory Network
10.3133/sir20105233,"Sarah Bushey Ohrel, U.S. Environmental Protection Agency; David Schimel, National Ecological Observatory",Scientific Investigations Report,"A method for assessing carbon stocks, carbon sequestration, and greenhouse-gas fluxes in ecosystems of the United States under present conditions and future scenarios",National Ecological Observatory Network
10.1029/2005WR004141,"Working Group (2003), Rationale, blueprint, and expectations for the National Ecological Observatory",Water Resources Research,Ecohydrology of water-limited environments: A scientific vision,National Ecological Observatory Network
10.4319/lo.2013.58.6.2158,Holomuzki and * Corresponding author: sparker@neoninc.org a Present address: National Ecological Observatory,Limnology and Oceanography,Disturbance and productivity as codeterminants of stream food web complexity in the Arctic,National Ecological Observatory Network
10.1080/10686967.2006.11918546,nextgeneration science instrumentation. Domesticinitiatives include the National Ecological Observatory,Quality Management Journal,Foundations for Quality Management of Scientific Data Products,National Ecological Observatory Network
10.1002/lob.201019126,"Analysis and Synthesis (NCEAS), Grand Canyon Adaptive Management Program, National Ecological Observatory",Limnology and Oceanography Bulletin,PRESIDENT-ELECT,National Ecological Observatory Network
10.1002/bes2.1617,BIO AC member Jeannine Cavender-Bares read a statement from ESA on the National Ecological Observatory,The Bulletin of the Ecological Society of America,Annual Reports to the ESA Council,National Ecological Observatory Network
10.1111/geb.13121,Science Foundation's Early Concept Grants for Exploratory Research - National Ecological Observatory,Global Ecology and Biogeography,Thermal diversity of North American ant communities: Cold tolerance but not heat tolerance tracks ecosystem temperature,National Ecological Observatory Network
10.1029/2003EO070003,"Environmental Research, or HIAPER (slated to receive $26 million); the National Ecological Observatory","Eos, Transactions American Geophysical Union",President's page: Who speaks for science?,National Ecological Observatory Network
10.1111/brv.12359,"Long Term Ecological Research (LTER) Network (www.lternet .edu), the US National Ecological Observatory",Biological Reviews,Building essential biodiversity variables (EBVs) of species distribution and abundance at a global scale,National Ecological Observatory Network
10.1111/1462-2920.12819,"W. Hastings Street, Vancouver, BC V6E 2J3, Canada. ‡Current address: National Ecological Observatory",Environmental Microbiology,Ice cover extent drives phytoplankton and bacterial community structure in a large north-temperate lake: implications for a warming climate,National Ecological Observatory Network
10.1890/03-5106,"many management issues on public lands. In addition, presaging NSF’s National Ecological Observatory",Ecological Applications,NEEDED: A UNIFIED INFRASTRUCTURE TO SUPPORT LONG-TERM SCIENTIFIC RESEARCH ON PUBLIC LANDS,National Ecological Observatory Network
10.1890/08-1402.1,modern statistical methods as vital to the successful use of the emerging National Ecological Observatory,Ecological Applications,New tools for insight from ecological models and data 1,National Ecological Observatory Network
10.1016/j.ecoinf.2022.101708,"communities and their systems within the ecosystem domain, such as the US National Ecological Observatory",Ecological Informatics,Designing and implementing a data model for describing environmental monitoring and research sites,National Ecological Observatory Network
10.1029/2004EO080003,accounts. Geoscience-related MREFC projects which would see substantial increases include the National Ecological Observatory,"Eos, Transactions American Geophysical Union",New experiment deploys observing array in N. Atlantic to investigate rapid climate change,National Ecological Observatory Network
10.1029/2009EO140003,Foundation’s recent watershed-­scale Critical Zone Observatories and the National Ecological Observatory,"Eos, Transactions American Geophysical Union",The Hills Are Alive: Earth Science in a Controlled Environment,National Ecological Observatory Network
10.1029/2011EO100003,"when you see it go up,” he said. Other MREFC funding would go toward the National Ecological Observatory","Eos, Transactions American Geophysical Union","President's Budget Proposal Favors NSF, Though Congress Could Push for Reductions",National Ecological Observatory Network
10.1029/eost2006EO34,"projects in Fiscal Year (FY) 2007—the Alaska Region Research Vessel, the National Ecological Observatory","Eos, Transactions American Geophysical Union","Eos, Transactions, American Geophysical Union Volume 87, Number 34, 22 August 2006",National Ecological Observatory Network
10.1029/eost2009EO13,"scientific monitoring programs within the U.S. research community, such as the National Ecological Observatory","Eos, Transactions American Geophysical Union","Eos, Transactions, American Geophysical Union Volume 90, Number 13, 31 March 2009",National Ecological Observatory Network
10.1002/ece3.4363,InTeGrate Curriculum  https://serc.carleton.edu/integrate/ index.html  NEON (National Ecological Observatory,Ecology and Evolution,"Power, pitfalls, and potential for integrating computational literacy into undergraduate ecology courses",National Ecological Observatory Network
10.1029/2005WR003985,questions. Relevant proposed and existing initiatives include the NSF programs National Ecological Observatory,Water Resources Research,River restoration,National Ecological Observatory Network
10.1080/17583004.2017.1285177,"Forest Resources, University of Maine, Orono, ME, USA, 04469; jBattelle–National Ecological Observatory",Carbon Management,Enhancing interoperability to facilitate implementation of REDD+: case study of Mexico,National Ecological Observatory Network
10.1080/01431161.2016.1259682,(Bowers 1997). The site is also a satellite monitoring location for the National Ecological Observatory,International Journal of Remote Sensing,Identifying invasive plant species using field spectroscopy in the VNIR region in successional systems of north-central Virginia,National Ecological Observatory Network
10.1016/j.ecoinf.2022.101896,metadata. All vouchered specimens were collected in pitfall traps by the National Ecological Observatory,Ecological Informatics,Embracing imperfection: Machine-assisted invertebrate classification in real-world datasets,National Ecological Observatory Network
10.1890/1540-9295-8.7.339,successfully integrate virtual and real environments. The forthcoming National Ecological Observatory,Frontiers in Ecology and the Environment,Bridging the divide between virtual and real nature,National Ecological Observatory Network
10.1002/fee.1779,"years, several large projects have championed this novel approach (eg the National Ecological Observatory",Frontiers in Ecology and the Environment,Freshwater ecoacoustics as a tool for continuous ecosystem monitoring,National Ecological Observatory Network
10.1002/fee.2008,CAREERS NEON scientist: a new career choice in ecology  Michael D SanClements National Ecological Observatory,Frontiers in Ecology and the Environment,NEON scientist: a new career choice in ecology,National Ecological Observatory Network
10.1002/ecs2.2292,"for mosquito abundance, diversity, and phenology sampling within the National Ecological Observatory",Ecosphere,Issue Information,National Ecological Observatory Network
10.1002/ecs2.2212,"Research Sites, Long-Term Research in Environmental Biology, and the National Ecological Observatory",Ecosphere,"Resistance and resilience: ten years of monitoring shrub and prairie communities in Orange County, CA, USA",National Ecological Observatory Network
10.1111/ddi.12861,collection We obtained plant community data from surveys conducted by the National Ecological Observatory,Diversity and Distributions,Testing Darwin's Naturalization Conundrum using phylogenetic relationships: Generalizable patterns across disparate communities?,National Ecological Observatory Network
10.1016/j.tree.2005.10.018,further to enable longterm monitoring in harsh ﬁeld environments. The National Ecological Observatory,Trends in Ecology & Evolution,Conservation physiology,National Ecological Observatory Network
10.1002/2015RG000483,National Centers for Environmental Prediction net ecosystem exchange National Ecological Observatory,Reviews of Geophysics,Spatiotemporal patterns of terrestrial gross primary production: A review,National Ecological Observatory Network
10.1029/2011JD017168,"Schimel, W. Hargrove, and F. Hoffman (2008), A continental strategy for the National Ecological Observatory",Journal of Geophysical Research,Uncertainties in the assessment of the isotopic composition of surface fluxes: A direct comparison of techniques using laser-based water vapor isotope analyzers,National Ecological Observatory Network
10.1029/00EO00040,US Array and San Andreas Fault Observa­ tory at Depth (SAFOD) and the National Ecological Observatory,"Eos, Transactions American Geophysical Union",Rover trials for Mars sample return Mission prove successful,National Ecological Observatory Network
10.1029/eost2011EO10,"when you see it go up,” he said. Other MREFC funding would go toward the National Ecological Observatory","Eos, Transactions American Geophysical Union","Eos, Transactions, American Geophysical Union Volume 92, Number 10, 8 March 2011",National Ecological Observatory Network
10.1002/2013EO05,"system observatories include the Critical Zone Observatories (CZOs), the National Ecological Observatory","Eos, Transactions American Geophysical Union","Eos, Transactions, American Geophysical Union Volume 94, Number 5, 29 January 2013",National Ecological Observatory Network
10.1029/2002EO000060,"deforma­ tion of the North American continent, and  $12 million for the National Ecological Observatory","Eos, Transactions American Geophysical Union","Proposed transfer of Sea Grant Program a controversial issue in NOAA, NSF budget requests",National Ecological Observatory Network
10.1002/2014EO330003,"systems,” Shanley said. Brian Wee, chief of strategic alliances for the National Ecological Observatory","Eos, Transactions American Geophysical Union",Earth Observation Plan Looks Toward Balancing U.S. Federal Priorities,National Ecological Observatory Network
10.1029/2011EO380002,data to a database via their personal computers. PBB is comanaged by the National Ecological Observatory,"Eos, Transactions American Geophysical Union",Using mobile phones to engage citizen scientists in research,National Ecological Observatory Network
10.1080/0269249X.2020.1727569,"Phytoplankton samples from Toolik Lake, Alaska were collected as part of the National Ecological Observatory",Diatom Research,Discostella lacuskarluki (Manguin ex Kociolek & Reviers) comb. nov.: a common nanoplanktonic diatom of Arctic and boreal lakes,National Ecological Observatory Network
10.1080/10641262.2010.531793,"(2005). Keller, M., D. Schimel, and W. W. Hargrove. A continental strategy for the national ecological observatory",Reviews in Fisheries Science,Advancing the Science and Practice of Fish Kill Investigations,National Ecological Observatory Network
10.1016/j.rse.2017.08.012,LiDAR data (the Bayesian decomposition) collected at a study site of the National Ecological Observatory,Remote Sensing of Environment,Bayesian decomposition of full waveform LiDAR data with uncertainty analysis,National Ecological Observatory Network
10.1111/j.1365-2389.2010.01314.x,nature of climate and C cycling could accelerate this ∗Present address: National Ecological Observatory,European Journal of Soil Science,Soil biodiversity and carbon cycling: a review and synthesis of studies examining diversity-function relationships,National Ecological Observatory Network
10.1002/ecs2.1234,The soil and plant biogeochemistry sampling design for The National Ecological Observatory,Ecosphere,The soil and plant biogeochemistry sampling design for The National Ecological Observatory Network,National Ecological Observatory Network
10.3133/sir20225032,"sites, National Park Service sites, National Weather Service sites, and a National Ecological Observatory",Scientific Investigations Report,"Volcano and earthquake monitoring plan for the Yellowstone Caldera system, 2022–2032",National Ecological Observatory Network
10.1016/j.automatica.2021.110146,and postdoctoral positions at Sandia National Laboratories and at the National Ecological Observatory,Automatica,State-based confidence bounds for data-driven stochastic reachability using Hilbert space embeddings,National Ecological Observatory Network
10.1007/s00799-007-0015-8,integrate ecological data [1]. Another major initiative is the proposed National Ecological Observatory,International Journal on Digital Libraries,Not by metadata alone: the use of diverse forms of knowledge to locate data for reuse,National Ecological Observatory Network
10.1002/hyp.13531,"remain rare. However, new large-scale observational networks such as the National Ecological Observatory",Hydrological Processes,Biased estimates of the isotope ratios of steady-state evaporation from the assumption of equilibrium between vapor and precipitation,National Ecological Observatory Network
10.1080/10739149.2011.564700,"D. S.; Hargrove, W. W.; Hoffman, F. M. A continental strategy for the National Ecological Observatory",Instrumentation Science & Technology,DESIGN AND INSTALLATION OF A CAMERA NETWORK ACROSS AN ELEVATION GRADIENT FOR HABITAT ASSESSMENT,National Ecological Observatory Network
10.1016/j.jag.2017.11.017,Experimental Forest (TEAK). These are part of the National Science Foundation’s National Ecological Observatory,International Journal of Applied Earth Observation and Geoinformation,Modelling forest canopy height by integrating airborne LiDAR samples with satellite Radar and multispectral imagery,National Ecological Observatory Network
10.1002/ece3.2997,"Hargrove, W. W., & Hoffman, F. M. (2008). A continental strategy for the National Ecological Observatory",Ecology and Evolution,Towards the co-ordination of terrestrial ecosystem protocols across European research infrastructures,National Ecological Observatory Network
10.1016/j.earscirev.2016.09.001,"Network (GLEON), and the USGS Hydrologic Benchmark Network (HBN), and the National Ecological Observatory",Earth-Science Reviews,Expanding the role of reactive transport models in critical zone processes,National Ecological Observatory Network
10.1002/lob.10178,"nitrogen, and phosphorus) budgets for five UNDERC lakes. Construction of the National Ecological Observatory",Limnology and Oceanography Bulletin,The University of Notre Dame Environmental Research Center (UNDERC): Sixty-Five Years of Whole-Ecosystem Manipulations and Counting,National Ecological Observatory Network
10.1002/tea.20337,Foundation; Contract grant number: 0229294. Wendy Gram’s present address is National Ecological Observatory,Journal of Research in Science Teaching,A conceptual guide to natural history museum visitors' understanding of evolution,National Ecological Observatory Network
10.1111/ddi.12858,national and international ecological observatory networks such as the National Ecological Observatory,Diversity and Distributions,Plant and ant assemblages predicted to decouple under climate change,National Ecological Observatory Network
10.1002/eap.1822,"and remote sensing, large-scale environmental observatories such as the National Ecological Observatory",Ecological Applications,"Open science, reproducibility, and transparency in ecology",National Ecological Observatory Network
10.3133/ofr20121093,"Geoscience Information Network, the Data Observation Network for Earth, the National Ecological Observatory",Open-File Report,"Science strategy for Core Science Systems in the U.S. Geological Survey, 2013-2023",National Ecological Observatory Network
10.1016/j.foreco.2010.07.039,selected as the candidate core site for the Paciﬁc Southwest domain of the National Ecological Observatory,Forest Ecology and Management,Long-term avian research at the San Joaquin Experimental Range: Recommendations for monitoring and managing oak woodlands,National Ecological Observatory Network
